"PRCP","SNOW","SNWD","TMAX","TMIN"
0.02,0.5,4,28,17
0,0,3,30,22
0.81,1.7,2,36,28
0.12,0.4,3,36,27
0.01,0.2,3,27,21
0.01,0.3,3,28,21
0.01,0.2,3,28,24
0,0,2,38,26
0.01,0,2,46,26
0.44,0,0,52,35
0,0,0,38,29
0.31,3,3,35,23
0.02,0.5,3,26,20
0.04,0.9,2,30,19
0.09,1.8,4,30,16
0.01,0.3,3,31,26
0,0,0,43,19
0.26,1.4,1,40,32
0.02,0,0,51,32
0.02,0,0,54,30
0,0,0,38,28
0.16,0,0,46,34
0,0,0,43,32
0,0,0,50,32
0,0,0,58,31
0,0,0,40,30
0.01,0.1,0,40,29
0,0,0,44,28
0,0,0,53,29
0.01,0,0,69,38
0.43,0,0,57,49
0.15,0,0,59,39
0.13,0,0,52,37
0.01,0,0,50,35
0.82,0,0,55,43
0,0,0,44,37
0.03,0,0,38,34
0,0,0,44,36
0,0,0,58,28
0.27,0,0,72,36
0,0,0,37,28
0.01,0,0,48,28
0.34,0,0,50,39
0,0,0,62,40
0,0,0,49,36
0,0,0,60,34
0,0,0,68,42
0,0,0,69,52
0,0,0,73,56
0,0,0,69,46
0,0,0,64,40
0.25,0,0,78,39
0.11,0,0,62,42
0,0,0,63,35
0,0,0,60,42
0,0,0,68,36
0,0,0,72,40
0.02,0,0,72,44
0,0,0,73,49
0,0,0,60,42
0,0,0,54,36
0,0,0,56,37
0,0,0,57,35
0,0,0,62,42
0,0,0,62,33
0.02,0,0,71,46
0,0,0,54,40
0,0,0,59,37
0,0,0,67,39
0.04,0,0,74,45
1.04,0,0,61,49
0.49,0,0,51,44
0.2,0,0,51,45
0.02,0,0,68,43
0.21,0,0,58,48
0,0,0,57,40
0,0,0,62,41
0,0,0,66,46
0,0,0,71,43
0.72,0,0,59,50
0.26,0,0,59,50
0,0,0,67,51
0,0,0,72,43
0.21,0,0,72,51
0.56,0,0,72,55
0.04,0,0,70,54
0,0,0,70,48
0.03,0,0,80,46
0,0,0,64,47
0,0,0,70,40
0.04,0,0,75,47
0.04,0,0,71,53
0,0,0,72,49
0,0,0,83,45
0.03,0,0,66,56
0,0,0,75,51
0.25,0,0,81,57
0,0,0,72,56
0,0,0,83,52
0.22,0,0,79,60
0.11,0,0,80,54
0,0,0,62,51
0,0,0,69,50
0,0,0,77,46
0,0,0,85,50
0,0,0,85,65
0,0,0,77,58
0.22,0,0,93,65
0,0,0,72,57
0.05,0,0,73,56
0,0,0,67,50
0.01,0,0,72,54
0.04,0,0,68,56
0,0,0,73,58
0,0,0,93,60
0,0,0,92,70
0.02,0,0,96,73
0,0,0,82,65
0,0,0,82,63
0.19,0,0,75,60
0,0,0,82,58
0,0,0,85,52
0,0,0,87,60
0,0,0,91,65
0.07,0,0,84,68
0,0,0,85,61
0,0,0,90,57
0,0,0,92,61
0.01,0,0,90,65
2,0,0,81,63
0.43,0,0,69,59
0,0,0,83,56
0,0,0,90,61
0,0,0,92,66
0,0,0,95,68
0,0,0,94,72
0,0,0,79,65
0,0,0,87,60
1.03,0,0,89,71
0.01,0,0,85,73
0,0,0,86,70
0.64,0,0,91,71
0,0,0,88,72
0.1,0,0,93,67
0,0,0,75,63
0,0,0,83,59
0.07,0,0,92,67
0,0,0,86,70
0,0,0,82,66
0,0,0,73,55
0,0,0,82,52
0,0,0,75,59
0,0,0,78,57
0,0,0,83,57
0,0,0,85,59
0.53,0,0,89,61
0,0,0,79,63
0,0,0,77,58
0,0,0,80,59
0.03,0,0,82,57
0,0,0,83,61
0.29,0,0,84,66
0,0,0,84,65
0.14,0,0,71,63
0,0,0,76,59
0,0,0,82,54
0,0,0,89,58
0.47,0,0,81,71
0,0,0,75,63
0,0,0,73,54
0,0,0,77,50
0,0,0,84,52
0.54,0,0,76,66
0,0,0,68,55
0,0,0,68,49
0,0,0,74,51
0,0,0,80,53
0,0,0,86,56
0,0,0,90,59
0,0,0,92,62
0.05,0,0,88,70
0,0,0,81,65
0,0,0,79,65
0,0,0,77,64
0.54,0,0,90,60
0.05,0,0,72,59
0,0,0,74,56
0,0,0,83,55
0,0,0,78,50
0,0,0,67,44
0,0,0,75,41
0,0,0,78,50
0,0,0,88,54
0,0,0,88,60
0,0,0,88,63
0,0,0,90,59
0,0,0,88,59
0.25,0,0,72,60
0,0,0,71,55
0,0,0,71,53
0.24,0,0,83,50
0.3,0,0,68,56
0,0,0,68,53
0.01,0,0,63,51
0,0,0,67,48
0.01,0,0,68,44
0,0,0,64,48
0,0,0,69,43
0.12,0,0,72,45
0,0,0,62,41
0,0,0,80,41
0,0,0,85,55
0,0,0,67,47
0,0,0,79,43
0.73,0,0,69,47
0.28,0,0,48,41
0,0,0,65,39
0.15,0,0,60,44
0.61,0,0,49,44
0.7,0,0,53,38
0,0,0,57,41
0,0,0,60,37
0,0,0,55,34
0,0,0,57,30
0,0,0,66,36
0.01,0,0,71,51
0,0,0,63,48
0.07,0,0,75,46
0,0,0,57,41
0,0,0,51,37
0,0,0,47,38
0.07,0,0,50,34
0.09,2,1,34,27
0,0,0,49,29
0,0,0,62,41
0,0,0,61,47
0,0,0,62,42
0.01,0,0,42,30
0,0,0,57,26
0,0,0,72,52
0.03,0,0,54,34
0.13,2.4,2,39,29
0,0,0,55,35
0,0,0,60,45
0,0,0,67,47
0,0,0,70,36
0.29,0,0,65,38
0,0,0,44,31
0,0,0,53,29
0.02,0,0,50,39
0.54,1.1,0,40,32
0.09,1,1,37,26
0,0,1,45,25
0.02,0,0,44,34
0,0,0,43,33
0.04,0,0,41,31
0,0,0,49,31
0,0,0,56,28
0,0,0,58,39
0,0,0,59,36
0,0,0,47,40
0.16,0,0,52,43
0.02,0,0,55,49
0.49,0,0,53,47
0.19,0,0,56,46
0.29,0,0,54,49
0,0,0,51,40
0,0,0,45,33
0,0,0,52,31
0.11,0,0,61,44
0,0,0,43,33
0,0,0,37,28
0.03,0.8,1,32,24
0.07,1.3,0,33,15
0,0,1,25,13
0.3,4,0,28,18
0.01,0.2,4,35,20
0,0,4,42,17
0.72,0.1,1,38,33
0.02,0.1,0,38,33
0,0,0,44,30
0,0,0,46,29
0,0,0,53,33
0.43,0,0,57,48
1.76,0,0,58,37
0.02,0.3,0,37,31
0.03,0.5,1,37,30
0,0,0,35,26
0.01,0.1,0,34,25
0.01,0,0,36,32
0,0,0,45,32
0.01,0.2,0,39,30
0,0,0,33,23
0.14,2.2,0,37,16
0.09,1.2,3,34,28
0.03,0.1,1,37,27
0.03,0,0,40,28
0.01,0,1,45,33
0,0,0,39,34
0.02,0.4,0,36,30
0.09,1.5,0,31,6
0.01,0.2,2,19,6
0,0,2,34,10
0.01,0,1,34,22
0,0,0,26,18
0,0,0,33,19
0,0,0,39,30
0,0,0,37,31
0,0,0,31,23
0,0,0,32,23
0,0,0,28,20
0.06,1.1,1,24,17
0.43,2.9,1,24,11
0.09,0.6,3,31,24
0.3,0,3,39,30
0.07,0.1,2,41,26
0,0,1,32,17
0,0,1,44,32
0,0,0,43,28
0,0,0,54,41
0,0,0,56,18
0.52,0.2,0,35,11
0.12,0,0,44,33
0,0,0,40,33
0,0,0,36,29
0.08,1.1,0,33,25
0,0,1,33,27
0,0,1,47,23
0.09,0,0,61,36
0.21,2.8,0,36,15
0.02,0.4,3,21,7
0,0,3,38,8
0.64,1.9,2,38,25
0.17,3.9,3,29,20
0.09,2.5,9,34,7
0.02,0,4,48,33
0.14,2.1,1,43,10
0.13,1.6,2,21,6
0,0,3,29,14
0,0,2,21,8
0,0,2,34,8
0.17,0,2,42,22
0.19,0,0,42,31
0,0,0,39,27
0.33,6,2,33,23
0,0,6,24,17
0.09,1.2,4,33,14
0.14,1.3,5,37,28
0.07,0.8,3,36,28
0.01,0.2,3,45,29
0.45,2.1,2,39,27
0,0,3,29,20
0.36,7.8,6,27,22
0.16,3.4,10,30,19
0,0,7,42,16
0,0,3,54,25
0.04,0,0,65,29
0,0,0,30,23
0,0,0,37,20
0,0,0,51,31
0,0,0,41,29
0,0,0,46,30
0.3,2.6,0,42,31
0.13,1.9,4,31,18
0,0,4,22,9
0,0,2,24,3
0.16,0,2,40,17
0.11,0,0,53,32
0.01,0.2,0,32,23
0.09,1.5,0,33,23
0.11,2.1,4,23,13
0,0,2,25,12
0.17,4.9,3,29,18
0.02,0.5,4,26,5
0,0,3,48,4
0,0,0,54,38
0.01,0,0,61,41
0,0,0,42,36
0.22,0,0,52,37
0,0,0,48,36
0.01,0,0,44,34
0.03,0,0,54,27
0.14,0,0,53,35
0.01,0,0,43,31
0,0,0,59,26
0,0,0,67,37
0.05,0,0,67,50
1.17,0,0,61,38
0.14,0,0,56,35
0.48,0,0,45,39
0.51,0,0,46,39
0.15,0,0,46,37
0,0,0,48,34
0.16,0,0,48,37
0,0,0,48,38
0,0,0,53,42
0,0,0,53,36
0,0,0,58,32
0.11,0,0,54,35
0,0,0,50,34
0.11,0,0,51,31
0.06,0,0,49,41
0,0,0,57,36
0,0,0,64,40
0.31,0,0,61,45
0,0,0,55,43
0.09,0,0,51,39
0.04,0,0,42,36
0,0,0,45,30
0,0,0,57,34
0.04,0,0,51,38
0,0,0,46,32
0,0.1,0,41,32
0,0,0,45,30
0,0,0,42,32
0,0,0,47,31
0,0,0,63,39
0.07,0,0,62,48
0.05,0,0,61,40
0.19,0,0,69,48
0.27,0,0,76,49
0.26,0,0,51,39
0.05,0,0,46,37
0,0,0,55,35
0.42,0,0,67,35
1.26,0,0,49,45
0.12,0,0,47,42
0.01,0,0,50,40
0,0,0,75,36
0.04,0,0,69,51
0,0,0,76,47
0.49,0,0,69,51
0,0,0,66,53
0,0,0,79,50
0,0,0,85,54
0,0,0,89,55
0.04,0,0,83,63
0.05,0,0,74,51
0,0,0,62,48
0.47,0,0,57,51
0.12,0,0,66,47
0.53,0,0,65,56
0.11,0,0,71,56
0,0,0,74,54
0,0,0,78,54
0,0,0,82,58
0.02,0,0,68,56
0,0,0,60,49
0,0,0,70,46
0,0,0,64,52
0.83,0,0,60,49
0,0,0,60,48
0,0,0,58,45
0.06,0,0,58,40
0.2,0,0,51,44
0,0,0,69,42
0,0,0,72,45
0,0,0,71,50
0,0,0,71,42
0.03,0,0,75,55
0.08,0,0,87,58
0,0,0,83,67
0.17,0,0,69,51
0,0,0,82,46
0,0,0,84,55
0,0,0,67,52
0,0,0,67,49
0,0,0,72,48
0.06,0,0,59,53
0,0,0,73,53
0,0,0,79,49
0,0,0,84,52
0,0,0,85,59
0.01,0,0,75,63
0,0,0,87,62
0,0,0,93,67
0.01,0,0,98,71
0,0,0,85,64
0,0,0,71,56
0,0,0,75,52
0.01,0,0,92,50
0,0,0,87,67
0,0,0,85,59
1.09,0,0,93,56
0.05,0,0,82,63
0,0,0,86,56
0,0,0,81,70
0,0,0,93,69
0,0,0,79,60
0,0,0,78,52
0,0,0,90,54
0.34,0,0,84,68
0,0,0,83,60
0.05,0,0,75,60
0,0,0,68,55
0,0,0,75,56
0,0,0,82,59
0,0,0,81,55
0.2,0,0,78,60
0,0,0,87,56
0,0,0,87,60
0,0,0,90,67
0,0,0,92,69
0,0,0,97,65
0.34,0,0,83,70
0,0,0,85,68
0.04,0,0,89,65
0.01,0,0,89,65
0.64,0,0,83,67
0.01,0,0,67,54
0,0,0,76,46
0.01,0,0,90,62
0.13,0,0,83,67
0,0,0,80,60
0.15,0,0,82,60
0.01,0,0,81,68
0,0,0,79,60
0,0,0,74,52
0,0,0,75,56
0,0,0,75,46
0.64,0,0,75,54
0.11,0,0,73,59
0,0,0,78,52
0,0,0,81,56
0.66,0,0,82,62
0.37,0,0,78,64
0.38,0,0,73,60
0.02,0,0,79,62
0,0,0,88,57
0.01,0,0,83,65
0,0,0,83,61
0,0,0,78,63
0,0,0,76,59
0,0,0,75,59
0,0,0,72,54
0,0,0,72,52
0,0,0,72,49
0,0,0,77,48
0,0,0,80,52
0,0,0,81,53
0,0,0,83,63
0,0,0,86,66
0.03,0,0,85,65
0,0,0,91,67
0,0,0,94,67
0,0,0,93,69
0,0,0,96,64
0.17,0,0,88,67
0,0,0,94,62
0,0,0,96,76
0,0,0,97,71
0,0,0,97,77
0.7,0,0,84,60
0.05,0,0,71,57
0.28,0,0,75,60
0,0,0,70,55
0,0,0,72,48
0,0,0,74,47
0,0,0,80,47
0.41,0,0,76,58
0.09,0,0,62,48
0,0,0,63,44
0,0,0,68,41
0.11,0,0,68,48
0,0,0,60,45
0,0,0,73,39
0,0,0,79,57
0.35,0,0,74,62
0.1,0,0,67,51
0,0,0,59,45
0.02,0,0,57,38
0,0,0,72,34
0,0,0,77,48
0,0,0,73,52
0,0,0,79,50
0,0,0,68,50
0,0,0,71,50
0,0,0,89,51
0,0,0,68,49
0,0,0,75,41
0,0,0,84,42
0,0,0,74,51
0,0,0,59,43
0.79,0,0,50,40
0.09,0,0,44,38
0,0,0,54,35
0,0,0,63,33
0,0,0,66,38
0.35,0,0,63,44
0,0,0,56,37
0,0,0,56,29
0,0,0,69,28
0,0,0,72,46
0,0,0,70,41
0,0,0,70,39
0,0,0,80,39
0,0,0,81,59
0,0,0,72,49
0,0,0,69,42
0,0,0,67,38
0,0,0,64,37
0,0,0,58,38
0,0,0,61,43
0,0,0,59,39
0.18,0,0,66,41
0.04,0,0,70,49
0.19,0,0,55,42
0,0,0,58,39
0,0,0,65,36
0,0,0,53,39
0,0,0,62,42
0,0,0,66,43
0.08,0,0,47,32
0,0,0,35,22
0,0,0,36,16
0.49,6.1,3,34,26
0,0,5,43,32
0,0,0,46,40
0,0,0,49,33
0,0,0,51,29
0,0,0,48,33
0,0,0,46,39
0,0,0,52,40
0,0,0,58,41
0,0,0,57,41
0,0,0,64,43
0,0,0,67,36
0,0,0,69,36
0,0,0,72,40
0.1,0,0,63,48
0.23,0,0,71,59
0.59,0,0,62,37
0,0,0,54,36
0.04,0,0,54,40
0,0,0,43,34
0,0,0,40,29
0.11,0.6,0,38,27
0.03,0.3,1,35,32
0.07,0,0,39,33
0.02,0,0,40,34
0,0,0,38,28
0,0,0,53,30
0.23,0,0,60,37
0,0,0,51,32
0.12,0,0,54,31
0.09,0,0,50,39
0,0,0,54,38
0.48,0,0,54,36
0.18,0,0,56,33
0,0,0,50,31
0,0,0,49,39
0,0,0,41,31
0.46,2.4,2,45,32
0.03,0.6,0,41,25
0.03,0.8,0,28,18
0.08,2.1,2,18,9
0.11,1.5,2,23,8
0.01,0.5,3,31,7
0,0,1,45,31
0.23,0,0,54,39
0.14,0,0,55,34
0.16,3.9,0,34,14
0.02,0.4,4,28,13
0,0,2,35,28
0.04,0.6,2,37,29
0.01,0.2,1,35,20
0,0,1,44,35
0,0,0,44,31
0.02,0,0,40,19
0.15,2.4,0,27,14
0.05,1.1,3,38,7
0,0,1,43,15
0.14,0.2,0,44,22
0,0.1,0,25,19
0.06,0.8,0,27,20
0.26,3.1,2,28,24
0.12,1.9,5,25,16
0.01,0.4,6,16,1
0.04,0.7,5,37,2
0.01,0.3,5,12,-3
0.02,0.5,5,14,-3
0.1,2.5,5,13,4
0,0,7,14,-6
0.03,0.4,7,28,-7
0,0,6,36,25
0.16,2.5,7,34,21
0.05,0.9,8,21,-3
0,0,8,27,-5
0,0,8,34,25
0.14,0,6,53,33
0.33,0.4,0,48,5
0,0,0,11,0
0,0,0,18,0
0,0,0,40,18
0,0,0,38,35
0.17,0,0,54,36
0.36,0.2,0,36,18
0.12,2.2,2,18,3
0,0,2,23,0
0.08,0.9,2,37,19
0.18,3.2,4,20,12
0.08,1.5,6,32,8
0.03,0,6,45,31
0.01,0,0,41,31
0,0,0,32,27
0.02,0.2,0,31,27
0.14,1.6,0,28,21
0.01,0.2,2,31,15
0.17,2.9,2,33,27
0.09,1.3,3,35,23
0.19,2.9,5,36,26
0.02,0.4,3,35,13
0.14,3.2,4,13,-3
0.01,0.4,6,24,-3
0,0,5,49,24
0,0,0,64,38
0.8,0,0,63,38
1.31,3.3,0,40,31
0,0,3,42,28
0,0,2,49,24
0,0,1,59,28
0.04,0,0,58,42
0,0,0,43,31
0,0,0,40,21
0.33,0,0,38,29
0.04,0,0,41,32
0.31,1.3,0,36,28
0,0,1,40,24
0,0,0,66,38
0.19,0,0,63,35
0,0,0,46,34
0.05,0.4,0,44,21
0.01,0.1,0,24,17
0,0,0,29,20
0,0,0,31,21
0,0,0,43,25
0,0,0,40,29
0.01,0,0,47,24
0.03,0.2,0,37,28
0.01,0.2,0,36,25
0,0,0,34,22
0.05,0.3,0,42,25
0.25,1.5,0,39,27
0.02,0.2,1,30,25
0,0,0,33,20
0,0,0,41,26
0,0,0,41,21
0.08,0,0,54,24
0.22,0.2,0,54,28
0.1,1.9,1,28,22
0,0,1,40,18
0.01,0.3,0,40,31
0,0,0,47,29
0.62,0,0,57,34
0.01,0,0,59,34
0,0,0,41,26
0.32,0,0,53,30
1.35,10.3,0,51,21
0.15,2.8,12,29,17
0,0,9,35,16
0,0.2,6,37,20
0.01,0.3,4,48,27
0.08,1.4,3,27,14
0.14,1.7,4,27,10
0,0,2,52,19
0.36,0,0,64,39
0,0,0,75,43
0.17,0,0,70,31
0,0,0,49,27
0,0,0,61,35
0.29,0,0,59,45
0,0,0,48,36
0,0,0,60,39
0.01,0,0,63,41
0.12,0,0,60,39
0.58,0,0,60,42
0.42,0,0,50,36
0,0,0,62,40
0.51,0,0,63,46
0,0,0,73,48
0,0,0,87,45
0.88,0,0,85,55
0.03,0,0,60,42
0,0,0,68,37
0.01,0,0,64,47
0.11,0,0,53,40
0.65,0,0,53,44
0.38,0,0,48,41
0,0,0,69,38
0,0,0,79,48
0,0,0,80,59
0.01,0,0,80,62
2.29,0,0,80,47
0.29,0,0,48,38
0,0,0,55,35
0,0,0,52,37
0.02,0,0,65,35
0.32,0,0,53,45
0,0,0,59,42
0,0,0,57,38
0.01,0,0,49,42
0.05,0,0,56,43
0,0,0,69,43
0,0,0,73,41
0,0,0,77,47
0.01,0,0,76,45
0,0,0,65,47
0,0,0,62,43
0,0,0,62,43
0,0,0,63,39
0.05,0,0,63,46
0.04,0,0,68,48
0,0,0,73,46
0,0,0,76,44
0.02,0,0,70,48
0,0,0,61,42
0,0,0,66,37
0.02,0,0,83,54
0.04,0,0,85,63
0,0,0,73,55
0,0,0,82,48
1.02,0,0,91,63
0.36,0,0,66,54
0,0,0,65,53
0.09,0,0,75,57
0,0,0,60,47
0,0,0,64,47
0,0,0,75,54
0,0,0,76,53
0,0,0,81,50
0,0,0,86,58
0,0,0,81,61
0.45,0,0,85,55
0.02,0,0,80,63
0,0,0,87,60
0,0,0,81,63
0,0,0,71,61
0,0,0,80,58
0,0,0,81,53
0,0,0,84,53
0,0,0,89,63
0.37,0,0,88,67
0.72,0,0,92,66
0,0,0,74,62
0,0,0,80,59
0.23,0,0,87,67
0.15,0,0,80,67
0.22,0,0,71,54
0.03,0,0,77,59
0,0,0,73,57
0,0,0,82,58
0,0,0,86,66
0,0,0,75,64
0,0,0,67,57
0,0,0,82,54
0,0,0,76,58
0,0,0,78,55
0.13,0,0,75,58
0,0,0,72,55
0,0,0,76,54
0,0,0,78,51
0,0,0,82,51
0,0,0,85,55
0,0,0,89,70
0.49,0,0,93,68
0.04,0,0,72,61
0,0,0,71,53
0,0,0,80,51
0,0,0,85,63
0,0,0,84,65
0,0,0,85,60
0.03,0,0,79,65
0,0,0,77,60
0,0,0,82,60
0,0,0,82,62
0,0,0,83,61
0,0,0,88,58
0,0,0,90,65
0.07,0,0,83,66
0.35,0,0,85,61
0.01,0,0,88,67
0,0,0,93,66
0.07,0,0,77,60
0,0,0,84,56
0.07,0,0,72,62
0,0,0,81,60
0,0,0,80,60
0,0,0,82,58
0,0,0,82,58
0.04,0,0,82,63
0.01,0,0,82,60
0.26,0,0,84,59
1.01,0,0,67,53
0.27,0,0,69,54
0,0,0,75,56
0,0,0,81,51
0,0,0,81,66
0.26,0,0,88,60
0,0,0,72,52
0,0,0,81,54
0.32,0,0,80,64
0,0,0,76,61
0,0,0,80,55
0,0,0,79,50
0,0,0,86,54
0.06,0,0,90,70
0,0,0,84,70
0,0,0,74,50
0,0,0,74,43
0,0,0,75,53
0.06,0,0,67,46
2.7,0,0,73,58
2.06,0,0,62,57
0.17,0,0,74,55
0,0,0,80,51
0,0,0,77,63
0,0,0,73,60
0.01,0,0,86,59
0,0,0,77,61
0.45,0,0,90,60
0.01,0,0,74,57
0,0,0,72,54
0,0,0,72,54
0,0,0,68,54
0,0,0,62,44
0.3,0,0,60,43
0.1,0,0,64,49
0.25,0,0,59,49
0.65,0,0,61,51
0,0,0,59,52
0,0,0,67,48
0.12,0,0,79,57
0,0,0,72,54
0.24,0,0,66,50
0.32,0,0,61,47
0,0,0,59,47
0,0,0,64,44
0.09,0,0,70,49
0.35,0,0,71,53
0,0,0,67,49
0,0,0,72,51
0,0,0,82,48
0,0,0,86,73
0,0,0,80,68
0.63,0,0,73,64
0.01,0,0,75,60
0,0,0,77,58
0,0,0,61,49
0.11,0,0,57,37
0,0,0,48,33
0,0,0,62,29
0,0,0,68,51
0.16,0,0,68,61
0.02,0,0,78,61
0.04,0,0,84,64
0,0,0,76,54
0.24,0,0,85,50
0.04,0,0,75,63
0,0,0,63,48
0,0,0,54,42
0,0,0,54,41
0,0,0,51,36
0,0,0,55,34
0,0,0,59,39
0,0,0,56,33
0,0,0,70,40
0,0,0,66,42
0,0,0,69,36
0,0,0,69,46
0.59,0,0,61,42
0,0,0,53,37
0,0,0,54,44
0,0,0,49,39
0.15,0.1,0,45,34
0,0,0,44,35
0.74,2.7,0,38,32
1.26,0,0,43,36
0.09,0,0,45,38
0.01,0,0,44,34
0,0,0,47,29
0,0,0,51,29
0,0,0,53,39
0,0,0,39,29
0,0,0,43,23
0,0,0,60,30
0,0,0,51,28
0,0,0,48,23
0.02,0,0,55,34
0,0,0,40,26
0,0,0,58,27
0,0,0,58,37
0.12,0,0,67,49
0,0,0,65,51
0.12,0,0,61,46
1.27,3.6,0,46,32
0,0,3,37,33
0.01,0,0,44,34
0.01,0,0,41,33
0.31,0,0,41,34
0,0,0,42,31
0,0,0,45,30
0,0,0,52,39
0.75,0.6,0,45,32
0.13,0,0,42,33
0,0,0,33,25
0.01,0.3,0,28,22
0,0,0,29,17
0.1,1.5,0,33,24
0.05,1.5,2,29,10
0.04,1.5,2,18,6
0.3,6.4,4,23,14
0.08,1.6,10,34,23
0.16,0,5,40,29
0.15,0.9,1,37,29
0.03,0.3,1,33,29
0.05,0.5,1,36,28
0,0,1,32,19
1.01,0,1,35,17
0.21,0.4,0,35,30
0.06,0.8,1,31,22
0.02,0,1,35,13
0.33,0.2,1,41,34
0.03,1.1,0,35,21
0,0,1,21,10
0.03,0.9,0,18,7
0.02,0.8,1,25,13
0.03,0.7,1,36,24
0.05,0.2,0,35,16
0,0,0,24,13
0,0,0,46,16
0,0,0,44,35
0.26,0,0,54,35
0.36,0,0,37,30
0.65,0.4,0,41,32
0,0,0,38,30
0,0,0,42,26
0.3,0,0,44,35
0.01,0,0,35,31
0.03,0,0,40,16
0.09,0,0,36,15
0.17,0.2,0,36,25
0,0,0,27,19
0,0,0,26,14
0.15,2,0,28,24
0,0.1,2,27,11
0,0,2,23,2
0,0,1,25,5
0.02,0.6,1,23,16
0,0,2,24,9
0.04,0.6,2,36,18
0,0,2,30,24
0.21,5,3,25,16
0.02,0.9,7,23,13
0,0.2,6,21,11
0.03,1,5,17,7
0.01,0.1,5,25,-1
0.09,1.1,5,38,20
0.07,1,4,29,20
0,0,4,28,12
0,0.1,4,32,10
0.06,1.2,4,30,24
0.25,4.3,7,28,5
0,0,8,17,-7
0,0,7,20,9
0.04,1.1,5,18,12
0.02,0.5,5,15,2
0.09,2.7,6,24,5
0,0,7,9,-6
0,0,6,4,-11
0,0,6,18,-1
0,0,6,37,-2
0.51,2.4,5,36,30
0.05,0.5,5,33,24
0,0,5,29,9
0,0,4,43,11
0,0,3,52,43
0.46,6.4,0,50,18
0.36,4.8,9,18,8
0,0.3,11,17,5
0.06,2,9,26,7
0.2,2.7,12,31,24
0.24,2.7,9,36,16
0,0.1,9,34,28
0,0,8,34,29
0,0,7,38,22
0,0,6,44,22
0.14,0,4,47,35
0.32,0,1,46,33
0.42,2.2,1,34,27
0,0,2,34,22
0,0,1,34,19
0.02,0,1,42,17
0.39,0,0,40,33
0.06,0,0,38,33
1.29,0,0,52,36
0,0,0,41,29
0,0,0,29,19
0.31,0,0,32,27
0.01,0,0,33,29
0.11,0.4,0,34,20
0,0,0,24,16
0,0,0,30,15
0.12,0.3,0,51,30
0,0,0,61,33
0.81,0,0,61,32
0.08,0,0,59,26
0.01,0,0,40,26
0,0,0,41,20
0.06,0,0,53,31
0.26,1.6,0,46,25
0.03,0.6,2,27,19
0.1,1.1,0,33,23
0.02,0.6,2,34,22
0,0,0,53,22
0.81,0,0,41,34
1.34,0,0,44,32
0.01,0.2,0,35,28
0.01,0,0,50,31
0,0,0,41,26
0.33,3.5,2,43,25
0.75,13.4,5,25,18
0.38,5.7,17,28,21
0,0.1,17,34,24
0,0,10,46,29
0,0,3,54,31
0,0,0,61,39
0,0,0,59,43
0.45,0,0,44,33
0,0,0,53,33
0,0,0,65,33
0.02,0,0,66,44
0.12,0.1,0,44,29
0,0,0,43,25
0,0,0,70,31
0,0,0,72,54
0,0,0,73,45
0.09,0,0,57,44
0,0,0,64,44
0.02,0,0,72,53
0.11,0,0,64,46
0,0,0,53,44
0.04,0,0,58,45
0,0,0,67,36
0.05,0,0,65,45
0.11,0,0,68,40
0.24,0,0,70,49
0,0,0,74,43
0,0,0,60,41
0.27,0,0,63,38
0.29,0,0,49,44
0,0,0,49,43
0,0,0,62,42
0,0,0,63,37
0,0,0,70,43
0,0,0,68,53
0,0,0,70,48
0,0,0,74,47
0.09,0,0,75,56
0,0,0,87,57
0,0,0,78,55
0,0,0,55,43
0.35,0,0,78,38
0.25,0,0,65,41
0.05,0,0,49,37
0.01,0,0,61,36
0,0,0,64,46
0,0,0,73,41
0,0,0,77,46
0,0,0,67,46
0,0,0,71,42
0,0,0,70,39
0,0,0,59,36
0,0,0,69,45
0,0,0,65,45
0,0,0,71,39
0,0,0,80,43
0,0,0,85,50
0,0,0,83,69
0,0,0,83,68
0.79,0,0,76,59
0,0,0,62,54
0,0,0,83,52
0.16,0,0,86,66
0.2,0,0,79,62
0,0,0,70,58
0,0,0,63,53
0,0,0,67,52
0,0,0,70,51
0,0,0,77,47
0.01,0,0,78,55
0,0,0,81,59
0,0,0,89,55
0,0,0,88,60
0,0,0,71,59
0,0,0,72,55
0,0,0,80,55
0.11,0,0,72,56
0,0,0,74,57
0,0,0,66,55
0.01,0,0,69,54
0,0,0,80,55
0,0,0,85,61
0,0,0,88,60
0,0,0,92,60
0.29,0,0,88,62
0,0,0,86,65
0.88,0,0,86,64
0.75,0,0,80,61
0,0,0,76,59
0.08,0,0,77,57
0,0,0,78,53
0,0,0,73,54
0,0,0,79,57
0,0,0,82,57
0,0,0,87,57
0.3,0,0,88,64
0,0,0,90,71
0.13,0,0,87,72
0,0,0,90,67
0,0,0,94,62
0.03,0,0,94,70
0.19,0,0,80,68
0,0,0,87,64
0,0,0,94,63
0,0,0,94,75
0,0,0,88,70
0,0,0,81,61
0,0,0,82,55
0,0,0,88,54
0,0,0,92,61
2.01,0,0,92,67
0.23,0,0,88,73
0,0,0,86,72
0,0,0,88,72
0,0,0,80,62
0,0,0,84,56
0,0,0,91,60
0,0,0,96,68
0.08,0,0,92,71
0,0,0,81,62
0,0,0,83,57
0,0,0,91,57
0.18,0,0,92,64
0,0,0,84,62
0,0,0,86,62
0,0,0,89,67
0,0,0,92,69
0,0,0,95,71
0,0,0,92,71
0,0,0,94,65
0,0,0,92,72
0.03,0,0,96,73
